,date,max_temp
398,2020-02-07,36.2
399,2020-02-08,33.1
400,2020-02-09,33.9
401,2020-02-13,31.8
402,2020-02-14,31.1
403,2020-02-15,32.4
404,2020-02-16,33.4
405,2020-02-17,34.1
406,2020-02-18,33.6
407,2020-02-19,32.9
408,2020-02-20,32.2
409,2020-02-21,31.6
410,2020-02-22,32.0
411,2020-02-23,32.5
412,2020-02-24,32.5
413,2020-02-25,32.9
414,2020-02-26,32.2
415,2020-02-27,31.8
416,2020-02-28,32.6
417,2020-02-29,32.4
418,2020-03-01,29.6
419,2020-03-02,30.6
420,2020-03-03,32.4
421,2020-03-04,38.6
422,2020-03-05,38.6
423,2020-03-06,38.1
424,2020-03-07,35.6
425,2020-03-08,35.35
426,2020-03-09,32.6
427,2020-03-13,32.8
428,2020-03-14,33.4
429,2020-03-15,32.9
430,2020-03-16,34.2
431,2020-03-17,34.8
432,2020-03-18,35.3
433,2020-03-19,36.3
434,2020-03-20,35.9
435,2020-03-21,35.3
436,2020-03-22,34.6
437,2020-03-23,34.9
438,2020-03-24,34.8
439,2020-03-25,36.5
440,2020-03-26,35.4
441,2020-03-27,35.5
442,2020-03-28,36.1
443,2020-03-29,37.5
444,2020-03-30,37.9
445,2020-03-31,36.0
446,2020-04-01,27.8
447,2020-04-02,30.6
448,2020-04-03,32.7
449,2020-04-04,32.9
450,2020-04-05,41.0
451,2020-04-06,36.5
452,2020-04-07,32.75
453,2020-04-08,33.05
454,2020-04-09,35.9
455,2020-04-13,39.1
456,2020-04-14,38.2
457,2020-04-15,38.9
458,2020-04-16,37.8
459,2020-04-17,38.5
460,2020-04-18,38.5
461,2020-04-19,38.0
462,2020-04-20,35.4
463,2020-04-21,38.0
464,2020-04-22,37.8
465,2020-04-23,38.5
466,2020-04-24,39.1
467,2020-04-25,39.1
468,2020-04-26,38.3
469,2020-04-27,37.7
470,2020-04-28,37.9
471,2020-04-29,37.8
472,2020-04-30,37.5
473,2020-05-01,26.6
474,2020-05-02,32.5
